kSGB	Actinobacteriota	180
kSGB	Bacteroidota	158
kSGB	Campylobacterota	60
kSGB	Chloroflexota	3
kSGB	Cyanobacteria	1
kSGB	Desulfobacterota	8
kSGB	Euryarchaeota	1
kSGB	Firmicutes	440
kSGB	Fusobacteriota	40
kSGB	Nanohaloarchaeota	1
kSGB	Patescibacteria	157
kSGB	Proteobacteria	183
kSGB	Spirochaetota	32
kSGB	Synergistota	9
kSGB	Verrucomicrobiota	3
