uSGB	Actinobacteriota	310
uSGB	Bacteroidota	210
uSGB	Campylobacterota	220
uSGB	Chloroflexota	1
uSGB	Elusimicrobiota	1
uSGB	Firmicutes	808
uSGB	Fusobacteriota	105
uSGB	Patescibacteria	439
uSGB	Proteobacteria	181
uSGB	Spirochaetota	35
uSGB	Synergistota	3
