sample_id	MAGs(HQ&MQ)	uMAGs	kMAGs	studys	country	oral_site
RDPYD18300334	9	0	9	4D_SZ	China	saliva
RSZYD18187520	13	2	11	4D_SZ	China	saliva
RDPYD18093610	27	4	23	4D_SZ	China	tongue
RSZYD18187610	8	0	8	4D_SZ	China	saliva
ERR2764982	5	0	5	ZellerG_2014	France	saliva
RSZYD18187834	9	0	9	4D_SZ	China	saliva
RSZYD18078706	8	0	8	4D_SZ	China	saliva
RSZYD18078717	20	3	17	4D_SZ	China	saliva
ERR589524	16	2	14	ZhangX_2015	China	saliva
RSZYD18078394	33	3	30	4D_SZ	China	saliva
YS000316	19	2	17	Yunnan	China	saliva
RDPYD18189868	20	3	17	4D_SZ	China	saliva
RSZYD18078224	11	1	10	4D_SZ	China	saliva
RSZYD18088541	10	0	10	4D_SZ	China	tongue
ERR2764842	3	1	2	ZellerG_2014	France	saliva
ERR589697	20	5	15	ZhangX_2015	China	saliva
RSZYD18187617	19	6	13	4D_SZ	China	saliva
ERR2764917	6	0	6	ZellerG_2014	France	saliva
RDPYD18089045	36	8	28	4D_SZ	China	tongue
ERR589469	39	10	29	ZhangX_2015	China	dental
SRR6748200	5	1	4	GoltsmanDSA_2018	USA	saliva
YS000911	3	1	2	Yunnan	China	saliva
RDPYD18088909	12	3	9	4D_SZ	China	tongue
SRR8114020	2	0	2	Heintz_2016	Luxembourg	saliva
SRR6748220	7	0	7	GoltsmanDSA_2018	USA	saliva
YS000451	5	0	5	Yunnan	China	saliva
RSZYD18078776	17	2	15	4D_SZ	China	saliva
RSZYD18187441	25	3	22	4D_SZ	China	saliva
YS000448	15	0	15	Yunnan	China	saliva
YS000350	18	4	14	Yunnan	China	saliva
RSZYD18078623	23	5	18	4D_SZ	China	saliva
YS000885	5	0	5	Yunnan	China	saliva
ERR2764932	6	0	6	ZellerG_2014	France	saliva
RSZYD18078735	12	2	10	4D_SZ	China	saliva
RDPYD18088944	25	2	23	4D_SZ	China	tongue
RDPYD18300351	9	0	9	4D_SZ	China	saliva
RDPYD18089320	19	3	16	4D_SZ	China	tongue
YS000947	6	1	5	Yunnan	China	saliva
RSZYD18187212	18	1	17	4D_SZ	China	saliva
RSZYD18088547	34	4	30	4D_SZ	China	tongue
RSZYD18187852	30	5	25	4D_SZ	China	saliva
YS000157	13	2	11	Yunnan	China	saliva
RDPYD18300325	21	2	19	4D_SZ	China	saliva
RDPYD18088984	13	1	12	4D_SZ	China	saliva
RDPYD18089281	29	5	24	4D_SZ	China	tongue
YS000913	15	3	12	Yunnan	China	saliva
RSZYD18078773	25	5	20	4D_SZ	China	saliva
RDPYD18189804	20	3	17	4D_SZ	China	saliva
RSZYD18187189	23	3	20	4D_SZ	China	saliva
RDPYD18300020	10	1	9	4D_SZ	China	saliva
RSZYD18078793	28	4	24	4D_SZ	China	saliva
RDPYD18088987	13	2	11	4D_SZ	China	saliva
ERR589634	37	6	31	ZhangX_2015	China	dental
RSZYD18187726	5	1	4	4D_SZ	China	saliva
YS000166	15	2	13	Yunnan	China	saliva
YS000376	13	1	12	Yunnan	China	saliva
RSZYD18078687	17	4	13	4D_SZ	China	saliva
RSZYD18187706	14	1	13	4D_SZ	China	saliva
YS000385	4	1	3	Yunnan	China	saliva
RSZYD18078361	16	1	15	4D_SZ	China	saliva
RDPYD18189945	5	1	4	4D_SZ	China	saliva
RSZYD18078775	23	3	20	4D_SZ	China	saliva
RDPYD18300280	17	1	16	4D_SZ	China	saliva
YS000429	6	1	5	Yunnan	China	saliva
RDPYD18300381	33	3	30	4D_SZ	China	saliva
RSZYD18187595	10	0	10	4D_SZ	China	saliva
RSZYD18187796	12	1	11	4D_SZ	China	saliva
RDPYD18089018	36	6	30	4D_SZ	China	tongue
RSZYD18187043	25	0	25	4D_SZ	China	saliva
RDPYD18088795	19	0	19	4D_SZ	China	saliva
RDPYD18089332	21	2	19	4D_SZ	China	tongue
RSZYD18187717	17	5	12	4D_SZ	China	saliva
RDPYD18089022	16	3	13	4D_SZ	China	tongue
YS000218	17	2	15	Yunnan	China	saliva
SRR6748020	5	0	5	GoltsmanDSA_2018	USA	saliva
RDPYD18089295	22	1	21	4D_SZ	China	tongue
YS000231	11	1	10	Yunnan	China	saliva
RDPYD18300249	9	0	9	4D_SZ	China	saliva
RDPYD18300324	20	3	17	4D_SZ	China	saliva
SRS476087	3	1	2	IlanaB_2019	Fiji	saliva
RSZYD18078542	21	3	18	4D_SZ	China	saliva
RSZYD18187397	26	4	22	4D_SZ	China	saliva
RSZYD18187237	35	7	28	4D_SZ	China	saliva
RSZYD18078068	11	2	9	4D_SZ	China	saliva
RSZYD18187773	26	2	24	4D_SZ	China	saliva
YS000756	4	2	2	Yunnan	China	saliva
ERR2764887	4	1	3	ZellerG_2014	France	saliva
RSZYD18078351	13	1	12	4D_SZ	China	saliva
RSZYD18078192	11	2	9	4D_SZ	China	saliva
ERR2764834	1	1	0	ZellerG_2014	Germany	saliva
YS000371	9	1	8	Yunnan	China	saliva
YS001090	8	1	7	Yunnan	China	saliva
ERR2764959	4	0	4	ZellerG_2014	France	saliva
RSZYD18187526	20	2	18	4D_SZ	China	saliva
RSZYD18078141	6	1	5	4D_SZ	China	saliva
RSZYD18187817	6	1	5	4D_SZ	China	saliva
RSZYD18088551	23	4	19	4D_SZ	China	tongue
ERR589362	43	8	35	ZhangX_2015	China	dental
SRS475950	1	0	1	IlanaB_2019	Fiji	saliva
RDPYD18189916	25	2	23	4D_SZ	China	saliva
RDPYD18300378	7	3	4	4D_SZ	China	saliva
ERR2764890	5	2	3	ZellerG_2014	France	saliva
SRS476180	2	0	2	IlanaB_2019	Fiji	saliva
SRR6748140	6	0	6	GoltsmanDSA_2018	USA	saliva
SRR6748091	4	1	3	GoltsmanDSA_2018	USA	saliva
RDPYD18189883	8	1	7	4D_SZ	China	saliva
ERR589453	19	4	15	ZhangX_2015	China	dental
YS000685	7	0	7	Yunnan	China	saliva
RSZYD18078630	9	2	7	4D_SZ	China	saliva
RDPYD18088887	28	3	25	4D_SZ	China	tongue
ERR2764849	1	1	0	ZellerG_2014	France	saliva
RSZYD18187868	17	3	14	4D_SZ	China	saliva
RSZYD18187255	11	0	11	4D_SZ	China	saliva
RSZYD18187312	14	1	13	4D_SZ	China	saliva
ERR589494	5	2	3	ZhangX_2015	China	saliva
SRR6748094	2	1	1	GoltsmanDSA_2018	USA	saliva
YS000367	10	0	10	Yunnan	China	saliva
RSZYD18187798	19	2	17	4D_SZ	China	saliva
RSZYD18187134	25	3	22	4D_SZ	China	saliva
ERR589730	23	2	21	ZhangX_2015	China	saliva
RSZYD18187590	19	3	16	4D_SZ	China	saliva
ERR589457	7	1	6	ZhangX_2015	China	saliva
YS000547	15	2	13	Yunnan	China	saliva
ERR2764950	5	1	4	ZellerG_2014	France	saliva
YS000208	14	2	12	Yunnan	China	saliva
RDPYD18300323	27	3	24	4D_SZ	China	saliva
RSZYD18187917	17	3	14	4D_SZ	China	saliva
ERR2764916	5	0	5	ZellerG_2014	France	saliva
RSZYD18078806	4	1	3	4D_SZ	China	saliva
ERR2764812	9	0	9	ZellerG_2014	Germany	saliva
RDPYD18088884	16	2	14	4D_SZ	China	tongue
ERR589657	20	5	15	ZhangX_2015	China	dental
RSZYD18078181	20	2	18	4D_SZ	China	saliva
RSZYD18078245	16	4	12	4D_SZ	China	saliva
ERR589720	11	0	11	ZhangX_2015	China	saliva
RDPYD18189949	14	1	13	4D_SZ	China	saliva
RSZYD18078153	9	2	7	4D_SZ	China	saliva
YS000131	16	1	15	Yunnan	China	saliva
RDPYD18300147	18	2	16	4D_SZ	China	saliva
RSZYD18078602	16	2	14	4D_SZ	China	saliva
RSZYD18187372	30	4	26	4D_SZ	China	saliva
RSZYD18187523	10	2	8	4D_SZ	China	saliva
ERR2764850	1	1	0	ZellerG_2014	France	saliva
RSZYD18187017	6	0	6	4D_SZ	China	saliva
RSZYD18187025	10	1	9	4D_SZ	China	saliva
YS000606	13	2	11	Yunnan	China	saliva
YS000553	5	0	5	Yunnan	China	saliva
YS000629	8	0	8	Yunnan	China	saliva
RSZYD18187960	14	3	11	4D_SZ	China	saliva
RSZYD18187364	10	2	8	4D_SZ	China	saliva
RSZYD18187169	19	0	19	4D_SZ	China	saliva
RDPYD18089287	32	5	27	4D_SZ	China	tongue
ERR2764955	7	0	7	ZellerG_2014	France	saliva
RSZYD18187776	13	2	11	4D_SZ	China	saliva
RSZYD18078696	17	3	14	4D_SZ	China	saliva
RSZYD18078158	6	1	5	4D_SZ	China	saliva
YS000386	17	3	14	Yunnan	China	saliva
ERR589361	33	5	28	ZhangX_2015	China	dental
RDPYD18088871	18	4	14	4D_SZ	China	tongue
RDPYD18189814	10	0	10	4D_SZ	China	saliva
YS001070	3	0	3	Yunnan	China	saliva
RSZYD18187403	11	2	9	4D_SZ	China	saliva
RDPYD18079667	25	3	22	4D_SZ	China	tongue
RDPYD18189844	17	2	15	4D_SZ	China	saliva
RSZYD18078552	2	2	0	4D_SZ	China	saliva
RDPYD18300326	36	6	30	4D_SZ	China	saliva
RDPYD18189837	29	4	25	4D_SZ	China	saliva
RDPYD18093593	16	3	13	4D_SZ	China	saliva
RDPYD18089279	25	3	22	4D_SZ	China	tongue
YS000402	14	3	11	Yunnan	China	saliva
YS000741	2	1	1	Yunnan	China	saliva
RDPYD18300392	15	2	13	4D_SZ	China	saliva
RDPYD18089245	28	1	27	4D_SZ	China	tongue
ERR589377	48	15	33	ZhangX_2015	China	dental
RDPYD18300355	8	1	7	4D_SZ	China	saliva
RSZYD18187899	21	1	20	4D_SZ	China	saliva
YS000215	15	1	14	Yunnan	China	saliva
RSZYD18187815	3	0	3	4D_SZ	China	saliva
RSZYD18187085	4	0	4	4D_SZ	China	saliva
YS000668	3	2	1	Yunnan	China	saliva
ERR2764927	2	1	1	ZellerG_2014	France	saliva
RDPYD18079681	36	3	33	4D_SZ	China	tongue
RDPYD18300368	27	3	24	4D_SZ	China	saliva
ERR2764859	5	0	5	ZellerG_2014	France	saliva
RSZYD18187686	3	1	2	4D_SZ	China	saliva
RDPYD18088941	14	2	12	4D_SZ	China	tongue
RSZYD18078204	3	0	3	4D_SZ	China	saliva
ERR2764900	11	2	9	ZellerG_2014	France	saliva
RDPYD18088796	30	2	28	4D_SZ	China	saliva
SRR8114048	16	1	15	Heintz_2016	Luxembourg	saliva
RDPYD18189999	3	1	2	4D_SZ	China	saliva
RSZYD18078654	1	0	1	4D_SZ	China	saliva
RSZYD18187412	4	0	4	4D_SZ	China	saliva
YS000275	11	1	10	Yunnan	China	saliva
ERR2764824	2	0	2	ZellerG_2014	Germany	saliva
RSZYD18078104	32	4	28	4D_SZ	China	saliva
RSZYD18187434	7	2	5	4D_SZ	China	saliva
RSZYD18078572	7	1	6	4D_SZ	China	saliva
ERR589373	49	14	35	ZhangX_2015	China	dental
RSZYD18187446	20	0	20	4D_SZ	China	saliva
RSZYD18187628	19	2	17	4D_SZ	China	saliva
RSZYD18078574	1	0	1	4D_SZ	China	saliva
RSZYD18088552	33	4	29	4D_SZ	China	tongue
RSZYD18078615	18	6	12	4D_SZ	China	saliva
RSZYD18187787	11	2	9	4D_SZ	China	saliva
RSZYD18187813	14	0	14	4D_SZ	China	saliva
RDPYD18189913	7	1	6	4D_SZ	China	saliva
RSZYD18187428	18	3	15	4D_SZ	China	saliva
RSZYD18187857	10	0	10	4D_SZ	China	saliva
RDPYD18300321	12	2	10	4D_SZ	China	saliva
ERR589615	34	6	28	ZhangX_2015	China	dental
YS001022	4	0	4	Yunnan	China	saliva
RDPYD18300270	5	0	5	4D_SZ	China	saliva
SRR8114039	17	2	15	Heintz_2016	Luxembourg	saliva
SRR8114097	10	2	8	Heintz_2016	Luxembourg	saliva
SRR8114037	8	1	7	Heintz_2016	Luxembourg	saliva
YS000421	13	2	11	Yunnan	China	saliva
RDPYD18088788	11	1	10	4D_SZ	China	saliva
RSZYD18187959	30	2	28	4D_SZ	China	saliva
ERR589399	7	2	5	ZhangX_2015	China	saliva
ERR589350	11	0	11	ZhangX_2015	China	saliva
SRR6748205	1	0	1	GoltsmanDSA_2018	USA	saliva
RDPYD18088964	7	1	6	4D_SZ	China	saliva
RDPYD18300151	7	0	7	4D_SZ	China	saliva
RSZYD18078723	11	4	7	4D_SZ	China	saliva
RDPYD18189873	9	3	6	4D_SZ	China	saliva
RSZYD18078173	17	1	16	4D_SZ	China	saliva
YS000620	9	1	8	Yunnan	China	saliva
RDPYD18089376	24	2	22	4D_SZ	China	tongue
RSZYD18187249	22	2	20	4D_SZ	China	saliva
RDPYD18190867	11	0	11	4D_SZ	China	tongue
YS000017	17	3	14	Yunnan	China	saliva
RDPYD18089377	16	2	14	4D_SZ	China	tongue
RDPYD18300396	24	5	19	4D_SZ	China	saliva
RSZYD18078017	10	0	10	4D_SZ	China	saliva
ERR2765000	10	0	10	ZellerG_2014	France	saliva
RDPYD18189993	9	0	9	4D_SZ	China	saliva
ERR2764882	2	0	2	ZellerG_2014	France	saliva
YS001073	8	1	7	Yunnan	China	saliva
ERR589669	14	3	11	ZhangX_2015	China	saliva
RDPYD18093623	23	2	21	4D_SZ	China	tongue
YS000410	14	1	13	Yunnan	China	saliva
RSZYD18078151	11	2	9	4D_SZ	China	saliva
RDPYD18300027	10	0	10	4D_SZ	China	saliva
YS000078	6	1	5	Yunnan	China	saliva
RSZYD18187248	9	0	9	4D_SZ	China	saliva
ERR589518	39	7	32	ZhangX_2015	China	dental
YS000534	10	1	9	Yunnan	China	saliva
RSZYD18187916	23	7	16	4D_SZ	China	saliva
RSZYD18078160	12	2	10	4D_SZ	China	saliva
RSZYD18187482	9	2	7	4D_SZ	China	saliva
YS000617	8	2	6	Yunnan	China	saliva
ERR589714	18	4	14	ZhangX_2015	China	saliva
ERR589415	8	2	6	ZhangX_2015	China	saliva
YS001154	2	0	2	Yunnan	China	saliva
ERR589520	6	3	3	ZhangX_2015	China	saliva
RDPYD18088817	20	4	16	4D_SZ	China	saliva
YS000354	2	1	1	Yunnan	China	saliva
RSZYD18078633	7	0	7	4D_SZ	China	saliva
RSZYD18187906	8	1	7	4D_SZ	China	saliva
ERR589419	20	4	16	ZhangX_2015	China	saliva
RSZYD18078340	6	0	6	4D_SZ	China	saliva
RDPYD18089019	25	3	22	4D_SZ	China	tongue
RSZYD18078613	10	1	9	4D_SZ	China	saliva
RSZYD18187271	5	1	4	4D_SZ	China	saliva
YS001041	2	0	2	Yunnan	China	saliva
RSZYD18187042	6	0	6	4D_SZ	China	saliva
RDPYD18089343	28	4	24	4D_SZ	China	tongue
RDPYD18189933	7	1	6	4D_SZ	China	saliva
ERR589663	42	7	35	ZhangX_2015	China	dental
RSZYD18187437	23	3	20	4D_SZ	China	saliva
RSZYD18187620	5	0	5	4D_SZ	China	saliva
RDPYD18300096	23	3	20	4D_SZ	China	saliva
SRR8114065	5	0	5	Heintz_2016	Luxembourg	saliva
RDPYD18300001	15	2	13	4D_SZ	China	saliva
ERR589435	24	4	20	ZhangX_2015	China	saliva
ERR2764847	1	1	0	ZellerG_2014	France	saliva
RDPYD18300204	13	1	12	4D_SZ	China	saliva
RSZYD18078595	27	0	27	4D_SZ	China	saliva
ERR2764924	8	2	6	ZellerG_2014	France	saliva
RSZYD18078460	5	1	4	4D_SZ	China	saliva
ERR589397	1	1	0	ZhangX_2015	China	saliva
RSZYD18078568	25	3	22	4D_SZ	China	saliva
YS000464	9	2	7	Yunnan	China	saliva
RDPYD18089005	26	2	24	4D_SZ	China	tongue
ERR2764969	4	0	4	ZellerG_2014	France	saliva
RSZYD18187676	16	3	13	4D_SZ	China	saliva
RSZYD18078077	4	0	4	4D_SZ	China	saliva
RSZYD18187000	2	0	2	4D_SZ	China	saliva
RDPYD18189857	24	5	19	4D_SZ	China	saliva
RSZYD18187988	14	3	11	4D_SZ	China	saliva
YS000329	9	2	7	Yunnan	China	saliva
RSZYD18187636	33	5	28	4D_SZ	China	saliva
RDPYD18189930	7	0	7	4D_SZ	China	saliva
YS000458	13	1	12	Yunnan	China	saliva
RDPYD18079682	22	4	18	4D_SZ	China	tongue
RSZYD18078195	22	4	18	4D_SZ	China	saliva
RSZYD18187339	12	3	9	4D_SZ	China	saliva
RDPYD18189864	22	6	16	4D_SZ	China	saliva
RSZYD18088550	21	4	17	4D_SZ	China	tongue
RSZYD18187683	11	2	9	4D_SZ	China	saliva
RSZYD18187566	14	4	10	4D_SZ	China	saliva
RSZYD18187767	27	6	21	4D_SZ	China	saliva
ERR589670	12	4	8	ZhangX_2015	China	saliva
RDPYD18079685	24	1	23	4D_SZ	China	tongue
ERR589473	25	3	22	ZhangX_2015	China	dental
ERR2764919	5	0	5	ZellerG_2014	France	saliva
ERR589372	34	5	29	ZhangX_2015	China	dental
RSZYD18187036	13	1	12	4D_SZ	China	saliva
ERR589495	19	4	15	ZhangX_2015	China	saliva
YS000296	4	1	3	Yunnan	China	saliva
RSZYD18078635	8	2	6	4D_SZ	China	saliva
YS001135	11	2	9	Yunnan	China	saliva
ERR589460	22	3	19	ZhangX_2015	China	dental
RSZYD18187690	25	2	23	4D_SZ	China	saliva
RDPYD18300165	19	1	18	4D_SZ	China	saliva
RDPYD18088892	14	2	12	4D_SZ	China	tongue
RDPYD18300026	8	2	6	4D_SZ	China	saliva
YS000081	5	0	5	Yunnan	China	saliva
YS000871	18	3	15	Yunnan	China	saliva
ERR2764894	4	1	3	ZellerG_2014	France	saliva
ERR589705	21	2	19	ZhangX_2015	China	saliva
ERR589647	40	7	33	ZhangX_2015	China	dental
RSZYD18187507	13	3	10	4D_SZ	China	saliva
RSZYD18187251	25	6	19	4D_SZ	China	saliva
RSZYD18078130	16	2	14	4D_SZ	China	saliva
ERR589417	26	3	23	ZhangX_2015	China	saliva
RSZYD18088548	27	2	25	4D_SZ	China	tongue
YS000246	15	3	12	Yunnan	China	saliva
ERR589702	14	2	12	ZhangX_2015	China	saliva
RDPYD18300243	27	1	26	4D_SZ	China	saliva
ERR589383	9	1	8	ZhangX_2015	China	saliva
RDPYD18089300	24	4	20	4D_SZ	China	tongue
RSZYD18187839	17	5	12	4D_SZ	China	saliva
RSZYD18078093	22	0	22	4D_SZ	China	saliva
ERR2764908	4	1	3	ZellerG_2014	France	saliva
RDPYD18088860	20	3	17	4D_SZ	China	tongue
RSZYD18078791	3	1	2	4D_SZ	China	saliva
YS000317	10	2	8	Yunnan	China	saliva
RSZYD18078127	13	2	11	4D_SZ	China	saliva
RSZYD18187392	9	1	8	4D_SZ	China	saliva
RDPYD18300403	8	0	8	4D_SZ	China	saliva
RSZYD18187612	33	4	29	4D_SZ	China	saliva
SRR8114023	1	1	0	Heintz_2016	Luxembourg	saliva
RDPYD18088823	22	3	19	4D_SZ	China	saliva
RSZYD18078810	22	4	18	4D_SZ	China	saliva
RDPYD18300086	19	2	17	4D_SZ	China	saliva
RSZYD18078556	3	0	3	4D_SZ	China	saliva
RSZYD18078115	28	4	24	4D_SZ	China	saliva
ERR2764888	4	1	3	ZellerG_2014	France	saliva
RDPYD18300097	13	2	11	4D_SZ	China	saliva
RDPYD18300041	13	2	11	4D_SZ	China	saliva
YS000225	15	1	14	Yunnan	China	saliva
ERR2764802	2	0	2	ZellerG_2014	Germany	saliva
RSZYD18187361	15	2	13	4D_SZ	China	saliva
RSZYD18078645	22	1	21	4D_SZ	China	saliva
RSZYD18187463	9	4	5	4D_SZ	China	saliva
RDPYD18300128	4	0	4	4D_SZ	China	saliva
RSZYD18187578	14	2	12	4D_SZ	China	saliva
ERR589385	12	3	9	ZhangX_2015	China	saliva
ERR2764897	4	1	3	ZellerG_2014	France	saliva
ERR589687	34	7	27	ZhangX_2015	China	saliva
SRR8114014	16	3	13	Heintz_2016	Luxembourg	saliva
RSZYD18093181	29	6	23	4D_SZ	China	tongue
ERR589375	16	2	14	ZhangX_2015	China	dental
YS000520	12	1	11	Yunnan	China	saliva
YS000459	1	0	1	Yunnan	China	saliva
RDPYD18190844	23	2	21	4D_SZ	China	tongue
ERR2764976	4	0	4	ZellerG_2014	France	saliva
RSZYD18078626	14	2	12	4D_SZ	China	saliva
RDPYD18300257	12	0	12	4D_SZ	China	saliva
RDPYD18300340	17	0	17	4D_SZ	China	saliva
RSZYD18078747	13	2	11	4D_SZ	China	saliva
RSZYD18078767	15	0	15	4D_SZ	China	saliva
RSZYD18187241	6	0	6	4D_SZ	China	saliva
RDPYD18300173	13	1	12	4D_SZ	China	saliva
RDPYD18089236	33	5	28	4D_SZ	China	tongue
RSZYD18078244	9	0	9	4D_SZ	China	saliva
ERR589665	34	9	25	ZhangX_2015	China	dental
RSZYD18187812	10	0	10	4D_SZ	China	saliva
YS000753	7	1	6	Yunnan	China	saliva
RDPYD18300163	6	1	5	4D_SZ	China	saliva
RSZYD18187995	8	1	7	4D_SZ	China	saliva
RDPYD18088927	15	1	14	4D_SZ	China	tongue
RSZYD18187431	12	2	10	4D_SZ	China	saliva
RDPYD18093602	11	0	11	4D_SZ	China	saliva
RDPYD18189819	21	2	19	4D_SZ	China	saliva
RSZYD18187635	8	1	7	4D_SZ	China	saliva
RDPYD18089042	29	5	24	4D_SZ	China	tongue
YS001105	3	0	3	Yunnan	China	saliva
RSZYD18187702	9	2	7	4D_SZ	China	saliva
RSZYD18187418	17	3	14	4D_SZ	China	saliva
SRS476297	2	1	1	IlanaB_2019	Fiji	saliva
RSZYD18078644	4	1	3	4D_SZ	China	saliva
ERR2764986	2	0	2	ZellerG_2014	France	saliva
RSZYD18078112	15	0	15	4D_SZ	China	saliva
RDPYD18300352	1	0	1	4D_SZ	China	saliva
ERR2764805	12	2	10	ZellerG_2014	Germany	saliva
YS000681	12	2	10	Yunnan	China	saliva
RSZYD18187939	14	3	11	4D_SZ	China	saliva
RDPYD18189927	21	3	18	4D_SZ	China	saliva
RSZYD18187276	6	1	5	4D_SZ	China	saliva
ERR589648	24	5	19	ZhangX_2015	China	dental
SRR8114031	2	1	1	Heintz_2016	Luxembourg	saliva
YS000058	1	1	0	Yunnan	China	saliva
YS000396	3	1	2	Yunnan	China	saliva
RDPYD18300275	10	1	9	4D_SZ	China	saliva
RDPYD18189820	10	2	8	4D_SZ	China	saliva
RSZYD18187139	18	0	18	4D_SZ	China	saliva
RDPYD18093625	22	4	18	4D_SZ	China	tongue
ERR589374	37	8	29	ZhangX_2015	China	dental
RSZYD18187616	20	2	18	4D_SZ	China	saliva
RSZYD18078424	19	2	17	4D_SZ	China	saliva
ERR589461	14	2	12	ZhangX_2015	China	dental
RSZYD18187071	18	5	13	4D_SZ	China	saliva
RDPYD18088982	20	5	15	4D_SZ	China	saliva
RDPYD18300299	9	2	7	4D_SZ	China	saliva
RSZYD18078783	4	1	3	4D_SZ	China	saliva
YS001156	11	2	9	Yunnan	China	saliva
SRR8114096	20	5	15	Heintz_2016	Luxembourg	saliva
RSZYD18187618	14	1	13	4D_SZ	China	saliva
RDPYD18089256	20	1	19	4D_SZ	China	tongue
RSZYD18187923	5	0	5	4D_SZ	China	saliva
RSZYD18078638	7	0	7	4D_SZ	China	saliva
RSZYD18078584	18	0	18	4D_SZ	China	saliva
RDPYD18300179	12	0	12	4D_SZ	China	saliva
RSZYD18187666	19	7	12	4D_SZ	China	saliva
SRR6748074	1	0	1	GoltsmanDSA_2018	USA	saliva
ERR2764881	3	0	3	ZellerG_2014	France	saliva
RDPYD18300205	11	1	10	4D_SZ	China	saliva
ERR589635	30	4	26	ZhangX_2015	China	dental
RSZYD18078594	15	4	11	4D_SZ	China	saliva
YS001009	6	1	5	Yunnan	China	saliva
RDPYD18300050	19	2	17	4D_SZ	China	saliva
YS000126	13	2	11	Yunnan	China	saliva
RDPYD18088825	9	0	9	4D_SZ	China	saliva
SRS475587	1	0	1	IlanaB_2019	Fiji	saliva
YS000733	10	1	9	Yunnan	China	saliva
RSZYD18187546	7	0	7	4D_SZ	China	saliva
RDPYD18088870	31	7	24	4D_SZ	China	tongue
RSZYD18078311	11	0	11	4D_SZ	China	saliva
RSZYD18078406	13	3	10	4D_SZ	China	saliva
YS000134	2	1	1	Yunnan	China	saliva
RDPYD18089260	33	5	28	4D_SZ	China	tongue
YS000589	6	1	5	Yunnan	China	saliva
RSZYD18078211	15	3	12	4D_SZ	China	saliva
RSZYD18187955	12	1	11	4D_SZ	China	saliva
RSZYD18187118	10	2	8	4D_SZ	China	saliva
RDPYD18088932	26	6	20	4D_SZ	China	tongue
RSZYD18078198	2	0	2	4D_SZ	China	saliva
RDPYD18189960	26	4	22	4D_SZ	China	saliva
YS000970	7	0	7	Yunnan	China	saliva
YS000234	9	1	8	Yunnan	China	saliva
RDPYD18088874	28	5	23	4D_SZ	China	tongue
RDPYD18189958	7	1	6	4D_SZ	China	saliva
RSZYD18078067	11	1	10	4D_SZ	China	saliva
RDPYD18088919	27	4	23	4D_SZ	China	tongue
RSZYD18078389	12	1	11	4D_SZ	China	saliva
RDPYD18189839	7	0	7	4D_SZ	China	saliva
RDPYD18300169	2	1	1	4D_SZ	China	saliva
ERR2764830	3	0	3	ZellerG_2014	Germany	saliva
RDPYD18089030	26	3	23	4D_SZ	China	tongue
RDPYD18300261	29	1	28	4D_SZ	China	saliva
RDPYD18189816	16	4	12	4D_SZ	China	saliva
ERR589480	30	5	25	ZhangX_2015	China	dental
RSZYD18187577	8	0	8	4D_SZ	China	saliva
RSZYD18187503	18	4	14	4D_SZ	China	saliva
RSZYD18078413	3	0	3	4D_SZ	China	saliva
RSZYD18187355	14	0	14	4D_SZ	China	saliva
YS000173	4	0	4	Yunnan	China	saliva
RDPYD18089017	19	4	15	4D_SZ	China	tongue
RDPYD18089228	39	9	30	4D_SZ	China	tongue
RDPYD18088888	17	4	13	4D_SZ	China	tongue
RDPYD18089015	33	7	26	4D_SZ	China	tongue
RDPYD18089326	40	8	32	4D_SZ	China	tongue
RSZYD18187825	9	1	8	4D_SZ	China	saliva
RSZYD18187510	6	1	5	4D_SZ	China	saliva
RSZYD18187123	22	2	20	4D_SZ	China	saliva
ERR589712	19	7	12	ZhangX_2015	China	saliva
SRR6748075	1	0	1	GoltsmanDSA_2018	USA	saliva
RSZYD18078111	29	5	24	4D_SZ	China	saliva
YS000976	10	1	9	Yunnan	China	saliva
YS000076	9	0	9	Yunnan	China	saliva
ERR589346	23	3	20	ZhangX_2015	China	dental
RSZYD18078016	9	2	7	4D_SZ	China	saliva
RDPYD18075178	23	3	20	4D_SZ	China	saliva
RSZYD18078226	18	4	14	4D_SZ	China	saliva
RDPYD18300394	24	2	22	4D_SZ	China	saliva
RSZYD18187147	9	0	9	4D_SZ	China	saliva
RDPYD18300202	17	1	16	4D_SZ	China	saliva
RSZYD18078069	23	2	21	4D_SZ	China	saliva
YS001004	10	2	8	Yunnan	China	saliva
SRR8114085	7	0	7	Heintz_2016	Luxembourg	saliva
ERR589349	7	1	6	ZhangX_2015	China	saliva
RSZYD18187112	14	1	13	4D_SZ	China	saliva
RSZYD18078663	9	2	7	4D_SZ	China	saliva
ERR589626	31	5	26	ZhangX_2015	China	dental
RSZYD18187568	17	2	15	4D_SZ	China	saliva
RSZYD18078432	9	0	9	4D_SZ	China	saliva
RSZYD18187592	4	0	4	4D_SZ	China	saliva
RDPYD18189863	3	0	3	4D_SZ	China	saliva
RSZYD18187095	12	2	10	4D_SZ	China	saliva
RSZYD18088544	24	5	19	4D_SZ	China	tongue
RSZYD18187552	19	1	18	4D_SZ	China	saliva
RSZYD18078804	16	2	14	4D_SZ	China	saliva
YS000281	21	2	19	Yunnan	China	saliva
RDPYD18300305	25	2	23	4D_SZ	China	saliva
RSZYD18187514	26	6	20	4D_SZ	China	saliva
SRR6748067	1	0	1	GoltsmanDSA_2018	USA	saliva
RDPYD18189947	3	0	3	4D_SZ	China	saliva
