sample_id	COG_id	gene_num
RSZYD18187858_A_saliva.metaspades.bin.9	H	18
RSZYD18187858_A_saliva.metaspades.bin.9	S	73
RSZYD18187858_A_saliva.metaspades.bin.9	E	20
RSZYD18187858_A_saliva.metaspades.bin.9	M	13
RSZYD18187858_A_saliva.metaspades.bin.9	I	12
RSZYD18187858_A_saliva.metaspades.bin.9	T	5
RSZYD18187858_A_saliva.metaspades.bin.9	O	17
RSZYD18187858_A_saliva.metaspades.bin.9	K	26
RSZYD18187858_A_saliva.metaspades.bin.9	F	23
RSZYD18187858_A_saliva.metaspades.bin.9	Q	6
RSZYD18187858_A_saliva.metaspades.bin.9	Z	2
RSZYD18187858_A_saliva.metaspades.bin.9	P	27
RSZYD18187858_A_saliva.metaspades.bin.9	C	16
RSZYD18187858_A_saliva.metaspades.bin.9	G	16
RSZYD18187858_A_saliva.metaspades.bin.9	N	3
RSZYD18187858_A_saliva.metaspades.bin.9	nohit	156
RSZYD18078771_A_saliva.metaspades.bin.12	S	71
RSZYD18078771_A_saliva.metaspades.bin.12	L	62
RSZYD18078771_A_saliva.metaspades.bin.12	J	130
RSZYD18078771_A_saliva.metaspades.bin.12	U	8
RSZYD18078771_A_saliva.metaspades.bin.12	F	24
RSZYD18078771_A_saliva.metaspades.bin.12	C	14
RSZYD18078771_A_saliva.metaspades.bin.12	H	19
RSZYD18078771_A_saliva.metaspades.bin.12	T	6
RSZYD18078771_A_saliva.metaspades.bin.12	D	13
RSZYD18078771_A_saliva.metaspades.bin.12	O	21
RSZYD18078771_A_saliva.metaspades.bin.12	M	10
RSZYD18078771_A_saliva.metaspades.bin.12	P	31
RSZYD18078771_A_saliva.metaspades.bin.12	I	14
RSZYD18078771_A_saliva.metaspades.bin.12	G	16
RSZYD18078771_A_saliva.metaspades.bin.12	K	21
RSZYD18078771_A_saliva.metaspades.bin.12	E	20
RSZYD18078771_A_saliva.metaspades.bin.12	V	12
RSZYD18078771_A_saliva.metaspades.bin.12	Q	6
RSZYD18078771_A_saliva.metaspades.bin.12	N	5
RSZYD18078771_A_saliva.metaspades.bin.12	Z	1
RSZYD18078771_A_saliva.metaspades.bin.12	nohit	116
RSZYD18078694_A_saliva.metaspades.bin.15	F	25
RSZYD18078694_A_saliva.metaspades.bin.15	H	17
RSZYD18078694_A_saliva.metaspades.bin.15	S	62
RSZYD18078694_A_saliva.metaspades.bin.15	P	29
RSZYD18078694_A_saliva.metaspades.bin.15	K	21
RSZYD18078694_A_saliva.metaspades.bin.15	J	131
RSZYD18078694_A_saliva.metaspades.bin.15	L	64
RSZYD18078694_A_saliva.metaspades.bin.15	C	14
RSZYD18078694_A_saliva.metaspades.bin.15	D	12
RSZYD18078694_A_saliva.metaspades.bin.15	E	19
RSZYD18078694_A_saliva.metaspades.bin.15	U	8
RSZYD18078694_A_saliva.metaspades.bin.15	I	15
RSZYD18078694_A_saliva.metaspades.bin.15	V	17
RSZYD18078694_A_saliva.metaspades.bin.15	Q	6
RSZYD18078694_A_saliva.metaspades.bin.15	M	12
RSZYD18078694_A_saliva.metaspades.bin.15	O	21
RSZYD18078694_A_saliva.metaspades.bin.15	N	4
RSZYD18078694_A_saliva.metaspades.bin.15	G	14
RSZYD18078694_A_saliva.metaspades.bin.15	T	6
RSZYD18078694_A_saliva.metaspades.bin.15	Z	1
RSZYD18078694_A_saliva.metaspades.bin.15	nohit	145
RDPYD18300063_A_saliva.metaspades.bin.34	S	74
RDPYD18300063_A_saliva.metaspades.bin.34	J	132
RDPYD18300063_A_saliva.metaspades.bin.34	C	16
RDPYD18300063_A_saliva.metaspades.bin.34	P	32
RDPYD18300063_A_saliva.metaspades.bin.34	O	21
RDPYD18300063_A_saliva.metaspades.bin.34	E	21
RDPYD18300063_A_saliva.metaspades.bin.34	U	8
RDPYD18300063_A_saliva.metaspades.bin.34	I	14
RDPYD18300063_A_saliva.metaspades.bin.34	L	63
RDPYD18300063_A_saliva.metaspades.bin.34	F	24
RDPYD18300063_A_saliva.metaspades.bin.34	G	15
RDPYD18300063_A_saliva.metaspades.bin.34	T	6
RDPYD18300063_A_saliva.metaspades.bin.34	D	12
RDPYD18300063_A_saliva.metaspades.bin.34	K	23
RDPYD18300063_A_saliva.metaspades.bin.34	H	20
RDPYD18300063_A_saliva.metaspades.bin.34	V	13
RDPYD18300063_A_saliva.metaspades.bin.34	M	10
RDPYD18300063_A_saliva.metaspades.bin.34	N	6
RDPYD18300063_A_saliva.metaspades.bin.34	Q	6
RDPYD18300063_A_saliva.metaspades.bin.34	Z	1
RDPYD18300063_A_saliva.metaspades.bin.34	nohit	128
RDPYD18300076_A_saliva.metaspades.bin.31	S	70
RDPYD18300076_A_saliva.metaspades.bin.31	J	129
RDPYD18300076_A_saliva.metaspades.bin.31	L	62
RDPYD18300076_A_saliva.metaspades.bin.31	F	24
RDPYD18300076_A_saliva.metaspades.bin.31	P	31
RDPYD18300076_A_saliva.metaspades.bin.31	T	6
RDPYD18300076_A_saliva.metaspades.bin.31	G	16
RDPYD18300076_A_saliva.metaspades.bin.31	K	23
RDPYD18300076_A_saliva.metaspades.bin.31	H	19
RDPYD18300076_A_saliva.metaspades.bin.31	O	20
RDPYD18300076_A_saliva.metaspades.bin.31	E	20
RDPYD18300076_A_saliva.metaspades.bin.31	I	14
RDPYD18300076_A_saliva.metaspades.bin.31	C	15
RDPYD18300076_A_saliva.metaspades.bin.31	U	8
RDPYD18300076_A_saliva.metaspades.bin.31	V	12
RDPYD18300076_A_saliva.metaspades.bin.31	M	9
RDPYD18300076_A_saliva.metaspades.bin.31	N	5
RDPYD18300076_A_saliva.metaspades.bin.31	Q	6
RDPYD18300076_A_saliva.metaspades.bin.31	D	12
RDPYD18300076_A_saliva.metaspades.bin.31	Z	2
RDPYD18300076_A_saliva.metaspades.bin.31	nohit	115
RSZYD18078274_A_saliva.metaspades.bin.6	I	16
RSZYD18078274_A_saliva.metaspades.bin.6	J	136
RSZYD18078274_A_saliva.metaspades.bin.6	S	78
RSZYD18078274_A_saliva.metaspades.bin.6	P	31
RSZYD18078274_A_saliva.metaspades.bin.6	M	9
RSZYD18078274_A_saliva.metaspades.bin.6	L	68
RSZYD18078274_A_saliva.metaspades.bin.6	O	21
RSZYD18078274_A_saliva.metaspades.bin.6	T	7
RSZYD18078274_A_saliva.metaspades.bin.6	E	24
RSZYD18078274_A_saliva.metaspades.bin.6	D	14
RSZYD18078274_A_saliva.metaspades.bin.6	K	24
RSZYD18078274_A_saliva.metaspades.bin.6	C	14
RSZYD18078274_A_saliva.metaspades.bin.6	Q	6
RSZYD18078274_A_saliva.metaspades.bin.6	F	24
RSZYD18078274_A_saliva.metaspades.bin.6	H	20
RSZYD18078274_A_saliva.metaspades.bin.6	G	16
RSZYD18078274_A_saliva.metaspades.bin.6	U	8
RSZYD18078274_A_saliva.metaspades.bin.6	V	12
RSZYD18078274_A_saliva.metaspades.bin.6	Z	1
RSZYD18078274_A_saliva.metaspades.bin.6	N	4
RSZYD18078274_A_saliva.metaspades.bin.6	nohit	145
